date,description,category,amount
2022-10-24,Experience star but seat.,Shopping,2293.45
2023-12-01,Common mother yourself.,Subscriptions,317.84
2022-06-27,In hair focus draw.,Utilities,508.57
2022-08-28,Enjoy civil current society might.,Transportation,2944.44
2022-11-25,Weight attention there.,Food,468.86
2023-10-26,Chair anyone result.,Shopping,3691.94
2023-02-18,Follow like plant marriage situation.,Other,4845.56
2023-10-07,Debate religious most.,Entertainment,357.73
2023-07-30,Board call management.,Billbox,2744.76
2022-09-28,Specific require stuff they hold.,Utilities,2220.12
2024-03-16,Of family what member house type.,Utilities,3788.31
2022-07-09,Performance few he.,Other,3442.1
2023-07-07,Offer century class but everything.,Subscriptions,583.89
2023-08-20,Must hot study.,Subscriptions,984.97
2023-03-30,Bed back remain wait nor.,Billbox,2543.79
2022-11-22,Green agree style us.,Other,2283.4
2023-08-26,Huge stop easy control manage as.,Food,3372.61
2023-06-21,Soon trip economic similar strategy create.,Personal Care,3312.57
2024-02-29,Blue help seek physical.,Entertainment,786.8
2022-09-30,Wrong environmental product against.,Utilities,3889.39
2024-03-20,Although smile first.,Utilities,2879.38
2022-11-22,Fear air sell night from politics.,Entertainment,151.99
2022-11-23,View well grow.,Transportation,3746.33
2023-02-26,Not image sign three save team.,Food,2281.16
2023-08-07,Travel painting officer impact environmental board.,Subscriptions,4236.66
2023-08-16,Sit adult water nice.,Billbox,461.6
2022-11-01,Institution Democrat final quality minute try.,Billbox,1673.09
2024-04-21,Realize view decade money fish.,Other,3462.91
2022-12-10,Government history line left opportunity apply.,Other,1471.45
2023-08-27,Hundred seven food rate.,Transportation,2827.65
2024-01-11,Fly play interesting sit art kid.,Transportation,652.49
2023-03-14,Believe church yeah.,Entertainment,2867.17
2022-09-16,Other high reflect month large.,Entertainment,2564.07
2023-04-26,Song though me small.,Transportation,2313.72
2022-06-20,Family future pay interesting market.,Transportation,840.92
2022-11-22,Religious after safe wall both.,Other,3798.27
2023-06-26,Practice available beat radio effort.,Utilities,3788.48
2022-12-09,Establish sign energy.,Subscriptions,819.31
2023-02-22,Control west Democrat.,Billbox,2179.63
2023-09-11,It put high finish change.,Billbox,4887.74
2023-09-20,His age within data church.,Transportation,884.54
2023-05-26,Tough shoulder defense sound bill cause.,Billbox,2604.08
2022-10-27,Left station to create market able.,Personal Care,3873.08
2023-01-04,Quite team agree tree.,Transportation,2727.7
2022-09-19,Well president collection reason we.,Shopping,2072.7
2022-08-30,Radio garden network human.,Transportation,3871.57
2023-10-01,East information most officer.,Shopping,3457.91
2024-04-20,Body center should leave crime.,Subscriptions,747.56
2022-09-15,Cut understand method organization recognize role.,Food,1517.95
2023-03-29,Picture force popular contain.,Food,3118.84
2024-01-12,Shoulder arm win water.,Other,417.26
2023-05-06,Eye unit away talk change.,Shopping,4335.69
2024-03-20,Pull war most magazine often hand.,Transportation,1952.31
2023-09-15,Collection bank run quite agency finish.,Utilities,4597.04
2022-10-14,Point offer heart strong everything huge.,Subscriptions,2134.26
2022-07-29,Born kitchen than mouth.,Billbox,2726.72
2023-03-26,People brother ok.,Subscriptions,2675.17
2022-08-26,Meeting five Mrs.,Transportation,3343.39
2022-11-10,Occur think to manage news meet.,Billbox,2594.59
2023-12-31,Reflect stage within director.,Food,955.91
2023-07-17,Difference hope other.,Food,4521.96
2022-09-29,Exactly project produce my buy.,Shopping,2300.98
2023-05-28,Customer bad west eight.,Billbox,2965.36
2023-07-21,College seem small behavior happy.,Subscriptions,1696.61
2023-09-19,Usually top indeed.,Personal Care,4874.57
2022-12-13,Available around material.,Personal Care,2021.12
2022-08-11,Compare outside myself stage.,Shopping,1060.1
2023-02-27,Provide list treatment interest.,Shopping,2523.67
2022-11-21,Later ability break.,Subscriptions,447.59
2022-10-29,Listen turn behind body city rise.,Billbox,3287.03
2023-11-04,Pass majority letter company.,Shopping,1775.49
2023-09-03,Interesting idea spend side range clear.,Utilities,2006.65
2023-08-16,Share nation win charge news deep.,Other,539.79
2024-04-13,Ability image analysis.,Other,589.14
2022-07-06,General have both event simple only.,Entertainment,1019.13
2023-02-10,Case through happen medical maybe majority.,Utilities,1580.25
2023-02-27,Man successful none for least.,Other,2663.83
2024-04-18,Far ever every blue world.,Billbox,2223.06
2024-01-06,Place sport compare eat.,Utilities,3151.0
2023-10-06,Better drop dinner remember.,Shopping,1805.71
2023-02-24,Low light involve.,Subscriptions,1758.12
2023-10-17,Information edge right.,Transportation,498.12
2023-10-08,Stay recent individual think participant administration.,Subscriptions,158.36
2022-06-19,Structure organization candidate.,Personal Care,3558.63
2023-08-27,Building product move room issue keep perhaps.,Transportation,4869.05
2023-04-14,Consider lay respond score parent.,Billbox,609.56
2023-03-07,Blue society public also maybe prevent.,Billbox,1577.92
2022-11-09,Finish administration house city.,Billbox,132.97
2022-09-14,Month rule recently price stand.,Billbox,2426.06
2022-08-12,Science reason water somebody into.,Food,3822.39
2023-02-10,Western new dark though phone gun.,Other,3319.36
2023-07-26,Town partner enjoy major keep.,Utilities,4348.79
2022-07-25,May draw spring write girl.,Billbox,890.68
2023-01-10,Stage standard bar court material.,Utilities,4559.48
2024-02-01,Fund want teacher.,Subscriptions,1051.34
2023-01-20,Provide foot agent.,Transportation,2143.15
2022-10-19,Social form foot individual.,Subscriptions,2578.41
2022-05-06,Near leg number important friend call.,Personal Care,2067.11
2024-02-16,Lawyer community explain citizen nor.,Transportation,3404.04
2023-06-22,He must world.,Subscriptions,28.65
2024-02-23,Stay together know enter.,Shopping,4991.19
2022-08-15,What if see administration street.,Shopping,1146.87
2023-03-06,Stage box thought guy.,Food,496.76
2022-06-12,The car wait.,Billbox,2559.61
2023-11-20,Member hard fish term relationship camera.,Billbox,4492.58
2022-06-18,Style military account response.,Entertainment,2730.21
2023-10-20,Find between perform here shake perhaps.,Personal Care,3092.28
2023-10-13,Former together white.,Shopping,1017.67
2022-05-21,Stay house since test hand.,Food,1145.05
2023-01-08,Effect bad set pressure.,Shopping,2687.45
2024-04-30,Growth race doctor.,Utilities,741.32
2023-08-26,Clearly first leave staff.,Personal Care,3418.48
2023-09-25,Establish care community level stop people.,Subscriptions,4865.61
2023-09-17,Understand out majority.,Utilities,1576.14
2024-01-25,Speak program attention huge describe child.,Other,349.42
2023-09-28,Thousand appear east point small.,Subscriptions,4233.52
2024-04-22,Prepare buy study bed.,Transportation,3924.56
2024-02-17,Do yeah have cause box raise.,Entertainment,1594.81
2023-03-19,Start form suffer.,Food,1562.32
2022-08-31,Defense admit participant.,Transportation,4669.83
2022-12-29,Likely deep start amount return.,Personal Care,872.18
2023-09-11,So physical set actually.,Entertainment,172.28
2023-11-19,Result mention return card money.,Other,3631.59
2022-11-02,Actually discuss perform.,Billbox,2170.53
2022-11-18,Plant ahead either seem hand woman.,Utilities,4279.55
2022-12-25,If door anything seat.,Billbox,778.97
2022-12-01,Husband none anyone Mr.,Transportation,1283.3
2022-08-30,Hot industry develop.,Subscriptions,1894.6
2023-08-16,Successful identify international.,Entertainment,3312.76
2024-02-04,Police test but include may kid.,Shopping,242.69
2023-06-08,Back until important.,Shopping,1284.98
2022-06-21,Well project answer though.,Subscriptions,1918.9
2022-09-28,Law record rise year.,Personal Care,2462.96
2024-04-02,For moment others.,Utilities,2065.78
2022-06-15,Now still better group.,Shopping,4345.26
2022-10-20,Will conference couple capital prove itself.,Billbox,4925.91
2022-12-02,Do great health.,Billbox,2162.01
2023-06-27,Suggest imagine couple across teacher.,Shopping,3350.22
2022-07-10,Office act war local.,Entertainment,966.52
2023-01-29,Lawyer power boy wrong.,Subscriptions,2274.34
2022-07-10,Early art yeah else participant game.,Shopping,3943.24
2023-06-17,Development you visit take theory.,Other,4817.76
2022-07-19,Process need under open spring.,Subscriptions,1413.36
2024-03-25,Focus fine from executive.,Entertainment,3690.64
2023-01-07,Child pressure become.,Subscriptions,3874.48
2022-12-12,Practice partner summer large Mr every.,Billbox,4738.93
2023-12-25,Individual short pass sister oil.,Utilities,2485.09
2022-09-17,Morning vote teacher hundred identify officer.,Entertainment,2519.87
2023-04-21,Media scientist partner.,Shopping,1516.52
2023-12-25,Thousand spend will floor leader forget drop.,Transportation,27.33
2023-09-07,Answer military century red offer Republican.,Transportation,3371.53
2023-12-03,Simple least company end reach.,Subscriptions,4103.5
2023-08-11,Blue someone property upon about.,Other,2765.98
2022-12-18,Meet behind theory.,Other,3731.69
2023-10-22,Pick popular work some fall alone.,Shopping,2147.32
2024-02-02,But write responsibility wish.,Billbox,564.92
2022-08-28,Data yet woman develop.,Transportation,4060.4
2023-01-15,Especially plan better final.,Food,2300.67
2023-07-22,Class brother hand window building several.,Food,49.57
2022-12-11,Late professor along owner watch.,Entertainment,4887.14
2023-01-17,On although popular source company.,Transportation,3877.13
2023-09-16,Myself whether sure defense threat.,Utilities,109.5
2023-08-12,Seven walk career development large.,Personal Care,1263.39
2023-06-14,Act possible this receive technology.,Utilities,3287.3
2023-09-24,Better kid name rate.,Entertainment,4575.05
2023-10-22,Source order place sea daughter note.,Subscriptions,2317.18
2023-03-12,Step become simple than today.,Personal Care,3648.56
2023-04-09,Hand figure how.,Entertainment,4175.99
2023-04-16,Reduce he skill happen true.,Food,3987.93
2023-12-03,Security level assume lose.,Personal Care,4076.95
2023-07-25,Support right however forget draw.,Utilities,24.95
2024-04-16,Action technology Democrat bill.,Shopping,3758.37
2024-04-27,Alone fact home.,Shopping,4907.07
2023-01-27,Decide prepare section why sense something.,Entertainment,4329.56
2022-10-15,Right by exactly.,Food,3038.76
2022-05-08,Scene interview PM.,Transportation,4330.9
2023-02-21,Order yes Congress agreement scene place.,Other,4106.75
2023-04-04,Share mouth phone fine.,Other,3345.83
2023-09-15,Ground government energy.,Shopping,4019.66
2023-04-14,Woman later girl truth time much.,Other,1413.29
2022-05-31,Pick challenge owner land opportunity opportunity.,Food,1166.29
2022-11-06,Again term tend into.,Subscriptions,1458.64
2023-05-27,Rule amount say person.,Transportation,3323.32
2023-11-25,Long ten doctor apply tonight.,Shopping,2187.93
2023-12-09,Of morning down.,Personal Care,709.25
2024-01-18,Would level rest voice.,Personal Care,4755.92
2023-06-05,Pressure loss charge future relate look.,Transportation,1872.77
2024-01-06,Land majority sort rather long feel.,Personal Care,45.69
2023-03-22,Sing interesting apply play though.,Utilities,4072.07
2023-12-17,Entire change election edge certain.,Other,4994.66
2022-06-27,Painting care nature newspaper federal popular.,Food,856.97
2022-11-28,Report soldier throughout really.,Billbox,688.58
2022-05-09,Reveal easy feel quality receive decision.,Utilities,3153.94
2023-06-07,Represent drug section.,Food,1970.62
2024-02-27,Reason involve situation gun scene.,Subscriptions,4359.54
2024-04-05,Decide others sport magazine crime.,Subscriptions,1750.44
2022-08-17,Place force record.,Shopping,1938.29
2022-05-23,Contain him leader.,Subscriptions,241.4
2023-03-24,Person growth notice difficult.,Billbox,2767.12
2023-09-13,Its note raise somebody develop cell.,Shopping,2537.27
2022-10-16,Look property lot push involve set.,Other,4263.47
2024-04-17,Add down data wait.,Shopping,1231.29
2023-03-31,Mouth direction mother.,Subscriptions,1347.2
2023-01-10,Serious foot recognize could music.,Billbox,1681.08
2022-11-10,Story them back officer their.,Entertainment,2510.2
2023-05-24,Size nearly wonder.,Food,2934.82
2023-04-08,Party investment suddenly visit whether.,Transportation,4635.74
2023-10-17,List ever although third entire.,Other,2537.02
2024-03-28,Organization role high.,Entertainment,2442.17
2022-09-16,Enough century about attack.,Billbox,3552.42
2022-12-19,Official appear ahead home country night.,Billbox,1648.44
2024-03-03,Republican will knowledge four themselves.,Personal Care,1159.68
2023-03-21,Standard available especially more ask.,Utilities,321.91
2024-02-19,Station history born baby.,Transportation,1991.46
2024-02-17,Actually career relate sit.,Other,1078.61
2022-07-10,Question home learn participant special.,Billbox,1415.82
2023-01-28,Cultural think sport.,Subscriptions,3012.6
2022-07-31,Before really near piece take.,Billbox,1513.0
2023-10-15,Go if care for foreign.,Other,3104.65
2024-01-09,Contain break television because.,Subscriptions,3600.36
2023-05-03,Surface must bill.,Personal Care,2574.38
2023-10-12,Carry consider add.,Subscriptions,3648.77
2024-01-25,Way note break young.,Food,597.2
2024-04-18,Note federal agree career establish author.,Shopping,3731.65
2023-06-14,Talk it kitchen.,Subscriptions,4144.1
2023-03-11,Laugh prove take.,Entertainment,3461.06
2023-07-05,Result economic she about actually condition.,Transportation,4510.82
2023-08-16,Whose report fish law different.,Other,1102.94
2023-10-20,Imagine gas image.,Shopping,1292.07
2024-01-17,Organization serve drive.,Food,4620.85
2023-02-03,Key of husband often mouth behavior.,Billbox,2134.84
2023-02-24,Word interesting recognize I appear.,Shopping,1538.82
2023-10-09,Just center Mr direction.,Personal Care,3643.89
2023-05-25,Middle trial up theory.,Subscriptions,291.9
2024-03-27,Do room account.,Billbox,1713.72
2023-01-10,Responsibility will among maybe.,Entertainment,479.72
2024-04-15,Effort education seat.,Transportation,4005.51
2022-05-16,Job work after discuss authority.,Transportation,3461.64
2024-04-15,A hear impact continue least.,Utilities,2559.34
2022-05-28,New fish but again.,Personal Care,3099.51
2023-08-26,Tell interview generation start skill begin.,Utilities,3830.72
2023-07-18,Keep season listen little model.,Utilities,2961.16
2023-01-28,High century social.,Personal Care,317.3
2023-04-10,Two sit participant nearly than challenge.,Utilities,4690.08
2022-09-26,Cover catch measure still.,Transportation,3519.35
2023-05-24,Of collection choose above million open.,Food,2281.44
2023-05-30,Mr movement role sister beautiful kid.,Food,3280.67
2022-05-07,Until management card on score.,Billbox,4661.44
2022-07-09,Brother year one.,Transportation,1794.59
2024-04-09,Appear special find home court space.,Utilities,776.4
2024-02-24,Take light large hear somebody parent.,Billbox,551.2
2024-02-28,Politics however them.,Personal Care,1774.85
2023-06-30,Nation accept middle friend imagine people.,Food,1627.26
2022-10-20,Property need yet.,Utilities,4139.87
2022-09-14,Later performance exist these.,Shopping,3550.19
2023-12-21,Worker new after account method.,Entertainment,4819.12
2023-08-14,Raise heavy official.,Other,976.79
2024-01-27,North past make.,Entertainment,2210.42
2023-07-14,Whom guy stage water.,Billbox,4252.75
2024-03-27,Commercial language despite exist.,Shopping,4309.6
2022-07-07,Stock wish police more.,Subscriptions,2948.23
2023-07-26,Available any collection.,Shopping,3223.87
2022-06-25,Woman phone fact improve wrong line.,Transportation,2537.77
2022-12-04,Single idea visit glass.,Personal Care,1586.9
2022-06-14,Daughter too high state market.,Subscriptions,881.28
2023-12-27,Short suffer able.,Subscriptions,2121.04
2022-08-11,Tough since public television wonder.,Subscriptions,41.7
2023-02-21,Late know tell within.,Personal Care,3599.31
2023-02-06,Democrat special region baby shoulder.,Food,2292.46
2022-07-27,Tonight herself staff opportunity film.,Transportation,4617.71
2022-12-18,Experience positive natural million painting magazine.,Subscriptions,4259.05
2022-12-14,Peace draw citizen sort.,Transportation,830.9
2023-08-13,Wonder that relationship.,Other,4325.89
2023-11-06,Later street throw.,Food,4296.18
2024-02-13,Ago meet when upon nearly final.,Other,4636.92
2023-06-03,Resource material question us.,Shopping,4704.08
2022-07-02,Him speech force role reveal.,Billbox,2987.89
2022-07-08,Term about simply article.,Entertainment,740.35
2023-05-07,Require back true argue win very.,Personal Care,930.29
2022-11-22,Available senior language.,Subscriptions,2081.29
2023-11-12,Seven kitchen beat effect sit.,Food,3999.08
2023-05-16,Relationship fine itself day.,Shopping,697.49
2023-05-27,Across game risk white.,Transportation,543.01
2023-11-14,Name involve notice risk finally.,Subscriptions,2722.13
2022-12-25,Expert training ability organization.,Entertainment,1977.06
2024-01-18,As run certainly natural.,Entertainment,3725.98
2023-03-19,Walk free like bag approach employee.,Food,1975.91
2023-07-31,Member about serve debate home them.,Other,4443.0
2022-07-27,Mother response west bill tonight.,Entertainment,3129.19
2022-12-25,Then beyond hot stand economy speech.,Shopping,1149.74
2022-10-25,Cold loss give establish direction participant.,Shopping,788.84
2023-01-26,Serious dog cup easy discover speak.,Personal Care,3063.31
2022-10-17,Either series smile treatment put.,Shopping,1012.45
2022-08-13,Start experience challenge health anyone class.,Entertainment,1822.01
2023-02-13,Type part man last down.,Shopping,1317.35
2023-01-26,Almost effort best spring computer vote.,Subscriptions,4819.88
2022-06-08,Manage southern yard watch laugh time.,Utilities,3803.62
2024-02-01,Throw strategy enter cut a.,Subscriptions,4730.89
2023-08-14,Action worker total bill.,Utilities,4737.17
2023-05-28,None some onto.,Food,2716.8
2022-10-04,Local least play article.,Food,1641.98
2023-11-11,Event those result.,Food,662.46
2023-09-24,Offer throughout market effort save.,Utilities,3588.25
2023-10-30,Relationship argue my body usually.,Subscriptions,3224.99
2023-11-17,To crime pressure movement.,Food,4199.39
2022-11-21,Third turn when last coach lead.,Subscriptions,3687.26
2023-12-09,Result shake at fish easy tax.,Shopping,1335.15
2023-04-16,Let impact conference move benefit.,Entertainment,1217.56
2022-05-28,Continue stay tonight media show house.,Shopping,1182.84
2022-12-04,Item like fast about identify.,Personal Care,944.69
2023-02-18,Very bill beautiful.,Entertainment,1917.93
2024-03-16,Conference rate seek fill service none.,Utilities,3916.87
2022-10-11,Across suffer color sort cost.,Other,958.51
2024-01-05,Road remain yourself.,Personal Care,2031.93
2022-11-18,Suddenly TV article food or happy.,Transportation,610.47
2023-07-23,Include their hear.,Utilities,4894.19
2022-08-10,Season person nor lot similar where.,Entertainment,1162.6
2023-10-06,Several one consumer listen.,Shopping,1590.91
2023-08-16,Animal wait might out health.,Personal Care,2903.24
2023-11-03,Player become really worker involve direction.,Shopping,3384.13
2024-03-01,Still despite sport prepare wide.,Personal Care,624.21
2023-06-12,Quality nothing phone.,Entertainment,2734.73
2022-07-04,Station yourself work beyond.,Utilities,1450.47
2022-11-06,White health man.,Transportation,2216.53
2022-11-04,Again art effect former art.,Billbox,4179.48
2023-01-04,Father hit fall list.,Personal Care,455.22
2023-06-20,Impact heavy religious admit note computer.,Billbox,4983.91
2022-11-18,Director glass nature structure article.,Utilities,1395.22
2022-10-22,Senior begin ground.,Subscriptions,4167.28
2022-09-13,Country guess whatever.,Shopping,3224.88
2022-06-30,During bill option be.,Other,431.72
2022-12-06,Message perhaps feel.,Shopping,3017.8
2022-10-31,Gas whether local effort how.,Utilities,1038.36
2022-06-06,Interest all they dream.,Entertainment,1022.78
2023-06-27,Choose open check deal.,Subscriptions,4991.58
2023-06-30,Analysis a accept analysis.,Entertainment,4741.36
2024-04-15,Evidence her street huge.,Other,716.68
2024-01-29,Choice turn six director.,Transportation,3819.35
2023-10-29,Class course power money to.,Subscriptions,4098.5
2022-07-24,Every sister help.,Subscriptions,2006.86
2022-10-24,All remember under recently.,Transportation,3326.58
2022-11-04,Address course next argue job fund.,Billbox,1855.52
2022-12-20,Fly it decision cultural even.,Billbox,4117.5
2023-06-20,Subject company leader letter star fight.,Shopping,3934.01
2022-12-20,Into thing eat.,Other,2151.7
2023-01-18,Power born test.,Entertainment,115.09
2023-04-26,Blood protect performance ask century action.,Billbox,1134.16
2022-08-22,Really create too sit.,Transportation,2420.87
2022-11-28,Door commercial clearly trial article.,Shopping,4683.33
2023-11-08,Base stuff near rather.,Shopping,1921.46
2022-08-06,Visit same adult direction stock peace.,Entertainment,1956.18
2022-05-16,Real husband night newspaper.,Food,1534.8
2022-05-14,Quickly or involve quality attention.,Personal Care,4476.76
2022-07-31,Share plan rise.,Other,1854.77
2023-07-03,Situation grow senior without production amount.,Other,245.79
2023-05-26,Figure other lead.,Food,1205.35
2023-09-18,Machine month on hold executive.,Entertainment,867.12
2022-12-14,Pm certain very nor.,Utilities,4412.63
2022-07-15,Power voice cut impact conference.,Entertainment,3890.02
2023-08-07,Include bring sound.,Shopping,3142.1
2024-04-18,Risk fish government kid part hundred.,Transportation,729.31
2023-07-07,Agree trial green go couple.,Transportation,556.57
2023-04-26,Now space which out tell.,Billbox,3757.92
2023-11-19,Window director miss.,Other,3307.25
2022-10-24,Window next newspaper best attorney.,Food,4210.34
2022-10-19,Miss offer personal best your.,Utilities,3385.5
2022-07-07,Argue total only road herself.,Food,3298.43
2023-10-28,Rule less single.,Personal Care,4063.6
2023-09-09,Actually his finish reveal.,Utilities,4058.57
2023-10-24,Point suddenly easy natural.,Subscriptions,3424.11
2024-04-22,Letter some beat some throw help.,Subscriptions,33.21
2022-11-07,Enter one college.,Personal Care,1205.27
2023-11-02,Require region thing certainly.,Entertainment,105.17
2023-11-21,Sister turn prepare.,Entertainment,2610.26
2023-05-30,Economy guy write.,Transportation,4146.29
2023-10-20,Position third condition ever.,Transportation,1071.57
2023-05-08,Current tax his.,Billbox,2589.94
2023-06-19,Never real cell.,Entertainment,4330.59
2022-12-09,Hand notice issue.,Shopping,1477.69
2022-12-21,Region crime entire imagine.,Food,2151.85
2023-12-21,Teach coach Congress if sell.,Personal Care,1211.28
2023-05-31,Machine product different this.,Entertainment,1495.65
2023-10-19,Seat hit future win particularly fall.,Subscriptions,3801.59
2023-03-18,Health physical his start down learn.,Entertainment,1983.61
2023-12-06,Less drop direction consider.,Entertainment,784.75
2022-12-08,Wind blue lose.,Utilities,1791.99
2023-09-29,Always drug head.,Subscriptions,4448.7
2024-04-25,Camera hold boy including.,Other,2184.16
2023-01-31,Hundred poor environmental.,Subscriptions,3154.15
2023-02-25,Your long north continue.,Shopping,166.36
2023-03-28,Score land defense buy.,Utilities,4107.27
2022-11-23,Town his start treat.,Subscriptions,506.77
2022-05-17,Check relate table.,Personal Care,1439.05
2022-08-04,Wonder same work.,Billbox,931.6
2023-10-10,Tree Democrat fear war.,Personal Care,3880.24
2023-01-12,Rest bit sure.,Subscriptions,1010.72
2023-05-26,Brother activity resource something ask.,Subscriptions,2862.07
2023-05-27,Case lawyer lose.,Other,221.48
2023-08-04,Seven response you a agree.,Entertainment,1417.59
2023-06-17,Official technology food matter church.,Food,4409.3
2023-10-17,Move every against study use.,Shopping,246.97
2023-08-11,Establish leave marriage military play.,Other,604.64
2023-12-19,Every push generation decision generation artist.,Billbox,3991.75
2022-10-23,Long term onto.,Transportation,2746.55
2022-06-21,Parent support picture opportunity history shake.,Utilities,1147.49
2022-08-04,Top miss sort foreign adult.,Utilities,4277.39
2023-11-01,Meet leader too program need whether.,Subscriptions,1281.35
2023-10-03,Room almost personal full court technology.,Utilities,2040.48
2023-05-15,Oil his record.,Billbox,2407.96
2022-07-18,Lay successful Congress capital investment half.,Utilities,3592.62
2023-10-02,Camera share wait.,Transportation,3681.27
2023-01-28,Require game indeed need parent voice.,Subscriptions,1946.53
2024-01-14,Oil state stay order after leg.,Food,464.92
2023-08-27,Group let race share public.,Utilities,4804.85
2023-06-28,Ever see land.,Personal Care,2052.64
2023-12-20,Tax hair chance note identify.,Subscriptions,1803.24
2023-05-31,Any high task.,Utilities,4060.46
2023-09-09,Win trial let behavior whatever.,Personal Care,3482.68
2024-02-17,Character behind order act test security.,Other,3074.88
2022-10-13,Across alone rather stop.,Subscriptions,2951.9
2023-09-04,Painting enjoy meeting pretty.,Other,4529.97
2023-06-24,Bag difference current.,Food,945.48
2022-06-15,Play end address heavy indicate.,Shopping,573.51
2023-05-21,East contain reason write country build.,Subscriptions,4883.4
2024-03-03,Member century born generation begin why.,Billbox,3870.36
2023-05-06,Care various significant.,Entertainment,3065.2
2022-07-07,Door social choice early arrive.,Entertainment,2908.19
2024-03-15,Show finally Democrat need also.,Food,4169.02
2023-09-09,Common garden drug foot meet art.,Entertainment,168.21
2023-01-30,Daughter soldier explain onto leg least.,Personal Care,2871.73
2024-02-10,Truth wind glass.,Utilities,3589.11
2024-03-26,Billion step five.,Food,4652.74
2024-02-10,Stage bring listen discuss another despite.,Other,2848.93
2022-09-19,Trouble fact whole.,Billbox,1888.93
2023-12-26,Front brother still.,Personal Care,1989.48
2023-05-31,Share measure space.,Utilities,1597.46
2023-04-28,Easy purpose new fish daughter.,Entertainment,1617.45
2022-11-12,Method quality page.,Transportation,3992.67
2023-07-22,Far across hard art.,Entertainment,4858.66
2022-07-03,Effort four traditional choose box truth.,Utilities,1659.2
2023-02-20,Support born charge western nation score.,Personal Care,1781.61
2023-09-06,Executive difficult arm within tree.,Transportation,4487.91
2023-06-11,Least every teacher contain including.,Other,3237.81
2023-08-29,Feel relationship range hold crime out.,Personal Care,3010.95
2023-04-06,Third newspaper sometimes east.,Other,3243.9
2022-11-19,Stuff state only even rise establish.,Personal Care,3693.22
2022-12-13,Commercial what traditional voice feel view.,Other,851.39
2022-12-20,Moment career wonder.,Personal Care,2910.59
2024-03-05,Which often think.,Entertainment,1417.48
2024-02-04,Enough blue cell traditional seat.,Billbox,432.04
2023-09-01,Quite daughter condition.,Utilities,3493.34
2022-07-24,Turn serve happy case strategy month.,Food,2615.53
2023-07-13,Crime thus these short north clearly.,Subscriptions,1436.3
2022-12-05,Nation true brother practice seat.,Other,1923.88
2023-05-29,Order and cut ok program.,Utilities,3485.2
2023-05-20,Pull argue suddenly their we.,Transportation,2010.96
2024-01-28,Enjoy soldier science.,Entertainment,4423.23
2024-03-08,Arm decade base.,Personal Care,940.28
2023-06-09,Bad worker peace can close.,Subscriptions,4911.2
2024-01-23,Safe short catch peace learn like.,Other,1837.91
2022-10-17,Large table expect dog cold.,Utilities,3370.73
2024-01-17,Detail oil man.,Transportation,4011.09
2022-09-20,Forget seat too glass west soon.,Utilities,3497.32
2024-01-04,Charge half field finally no.,Other,1577.99
2024-01-09,Whom arm people.,Billbox,3493.42
2023-10-01,Wind beat successful.,Shopping,955.31
2023-11-19,Ever store character rate out source.,Shopping,1060.07
2023-08-01,Support fire road.,Utilities,4149.02
2022-09-13,Thought glass follow.,Entertainment,3101.84
2023-07-24,Tend show billion direction successful.,Transportation,44.56
2023-03-02,Remember expect worry.,Subscriptions,710.05
2023-01-27,Thought guess several wonder two.,Utilities,3594.74
2023-01-10,Real every information sometimes sing do.,Other,2602.0
2022-09-20,Memory wrong admit term son stay.,Other,2854.63
2023-07-06,Sea full practice.,Subscriptions,1056.67
2022-08-24,Wrong quickly stop.,Food,188.13
2023-08-31,Raise large task method first.,Other,2922.98
2024-01-03,Fast fact music central.,Billbox,555.09
2024-02-03,Draw but matter same.,Food,1647.23
2023-06-16,Other up check beyond personal.,Billbox,2963.6
2023-11-19,Off write any wait.,Utilities,808.57
2023-05-12,Out region religious property.,Other,4542.45
2023-07-05,Focus discuss may add.,Shopping,1060.62
2023-11-25,Lose near statement author budget.,Transportation,2403.39
2022-06-09,Part across expert left think.,Utilities,3798.49
2024-03-03,How sometimes be source.,Shopping,2610.22
2023-03-04,Because physical former today area coach.,Food,4602.27
2023-08-02,Rise agree stand try training south.,Personal Care,1299.65
2023-03-13,Present decade over blood.,Entertainment,780.53
2023-07-02,Capital feeling because indicate option.,Subscriptions,4146.38
2022-09-13,Shake leave production improve skin.,Shopping,3900.98
2023-12-11,Describe feeling news teacher Mr.,Subscriptions,2299.27
2024-04-22,Glass main personal run.,Other,3218.42
2022-11-21,Certainly fly theory hundred activity bit.,Billbox,2635.58
2023-06-23,Style approach explain yes.,Subscriptions,35.12
2023-05-11,Herself scientist scientist style trade.,Shopping,3718.18
2023-06-07,South half close.,Transportation,1316.08
2024-03-15,Book central science art relationship.,Food,1053.37
2024-02-23,Feeling officer any father upon agent.,Food,210.24
2022-11-16,Medical hundred threat direction add agency theory.,Subscriptions,2582.42
2023-12-20,Half management medical staff relationship language.,Billbox,207.82
2022-05-28,Relationship big lay style do win.,Utilities,1838.26
2023-05-16,Magazine so account sit star short.,Transportation,3796.68
2023-09-06,Bag garden value.,Shopping,4728.97
2023-08-12,Challenge age type time.,Shopping,3337.25
2024-03-15,Alone herself attention including tell treat.,Other,3429.0
2023-05-03,Fill suggest parent main.,Billbox,695.56
2022-05-18,Stage late shake behavior lead threat.,Personal Care,966.79
2023-10-15,Know executive begin bring it standard.,Utilities,1061.79
2024-04-27,Structure citizen almost tell listen.,Transportation,2307.75
2023-05-31,Model air to.,Billbox,2843.87
